id,text_chunk,source,auto_label,label
1959,"Through this exercise, climate-related risks would be flagged to the relevant leadership team for management. Beginning with Gigafactory Berlin-Brandenburg Gigafactory Texas in 2021, we initiated site-specific reviews to identify physical climate-related risks that were then addressed during the design process of those factories. In 2022, this was followed by a systematic assessment of our entire manufacturing portfolio and any new locations.",auto,,0
1960,"In 2022, this was followed by a systematic assessment of our entire manufacturing portfolio and any new locations. Today, we continue to ensure that our current and future sites are prepared for the potential physical impacts of climate change by integrating assessments into considerations for site design and future expansion plans. Using the results from these analyses, Tesla is actively working to harden our current and planned manufacturing portfolio against medium and long-term climate impacts.",auto,,1
1961,"Using the results from these analyses, Tesla is actively working to harden our current and planned manufacturing portfolio against medium and long-term climate impacts. Over time, we will begin to evaluate other assets such as our Sales, Service and Delivery network as well as our charging infrastructure and other relevant assets. As regulations around GHG emissions management evolve, we may need to make further capital investments that are different from or accelerated relative to existing plans, which may impact profitability.",auto,,1
1962,"As regulations around GHG emissions management evolve, we may need to make further capital investments that are different from or accelerated relative to existing plans, which may impact profitability. Policy changes may impact certain practices or infrastructure, potentially reducing installed capacity because the technology used-such as with die casting or the paint shop-cannot be fully decarbonized. Physical Climate Risk Assessment Impact Report 2023 Impact Report 2023",auto,,1
1963,"Physical Climate Risk Assessment Impact Report 2023 Impact Report 2023 Governance Physical Climate Risk Assessment Tesla performs physical climate risk assessments for our manufacturing and support locations, including for any new manufacturing sites. We assessed these sites using the following scenarios, which incorporate the science from the latest IPCC report: Business as usual, Emissions peak in 2040 and Parisaligned-a combined approach using the latest Shared Socioeconomic Pathways (SSPs) and the Representative Concentration Pathways (RCPs).",auto,,1
1971,"We seek to avoid causing or contributing to actual or potentially adverse human rights impacts, and we expect our suppliers to support and promote these values in their own operations and those of their suppliers. To learn more about our efforts in our supply chain, see pages 113-131. Assessing and addressing human rights risks is an ongoing effort that involves engaging with and incorporating input from external stakeholders, including those impacted by our operations and our supply chain, as well as reviewing and updating our policies and procedures where necessary.",auto,,1
1972,"Assessing and addressing human rights risks is an ongoing effort that involves engaging with and incorporating input from external stakeholders, including those impacted by our operations and our supply chain, as well as reviewing and updating our policies and procedures where necessary. We seek to remedy adverse impacts, track and measure our progress and report our findings in our disclosures where appropriate. Cybersecurity and Data Privacy We build products with privacy and security at their core Impact Report 2023 Impact Report 2023",auto,,1
1973,"Cybersecurity and Data Privacy We build products with privacy and security at their core Impact Report 2023 Impact Report 2023 Governance Cybersecurity and Data Privacy We build products with privacy and security at their core Our privacy-first policies ensure personal data is in customers' hands, letting them decide what information they want to share and when. We believe that responsible data management and transparency is a prerequisite for continuous innovation.",auto,,1
1974,We believe that responsible data management and transparency is a prerequisite for continuous innovation. Read more about our company-wide approach in our Privacy Overview. Data privacy is a shared responsibility that every employee and Board member is expected to uphold.,auto,,1
1981,"Additionally, energy products are designed to protect customer privacy. We aim to collect as little personal data as is required to provide an engaging in-app energy experience. To maximize transparency, Tesla has developed a seamless way for customers to download and access their energy and vehicle data at any time directly from the Tesla app.",auto,,1
1983,"Engaging the Security Community We are also focused on ensuring that our vehicles are the most secure on the road. Our team of world-class engineers continuously improve our systems to ensure they are always as secure as possible. And while some of the best security engineers work at Tesla, we believe that in order to design and build inherently secure systems, we must work closely with the security research community and learn from their collective expertise and diversity of thought.",auto,,1
1986,"We evaluate the health and effectiveness of our information security and privacy program through ongoing assessments, monitoring and testing. The Future is Electric Displacing Fossil Fuels Carbon Impact of Our Products Carbon Impact of Our Operations Water, Circularity and Biodiversity In 2023, Our Customers Avoided Releasing Over 20 Million Metric Tons of CO2e into Our Atmosphere Impact Report 2023 Impact Report 2023 Environment Releasing ustomers Avoided Tonso 2e into In 2023, the global fleet of Tesla vehicles, energy storage and solar panels enabled our customers to avoid emitting over 20 million metric tons of C02e. That's equal to about 51 billion miles of driving an internal combustion engine (ICE) vehicle.",auto,,0
1987,"That's equal to about 51 billion miles of driving an internal combustion engine (ICE) vehicle. illion etric ur Atmosphere The More Products We Deliver, the Faster We Accelerate Our Mission Impact Report 2023 Electric Vehicles Produced Tesla VW Group Hyundai Motor R-N-M Alliance Stellantis BMW Group Geely Auto Group SAIC Impact Report 2023 Environment",auto,,0
1989,"Geely Auto Group R-N-M Alliance SAIC Stellantis 400,000 800,000 1,200,000 Source: EV-volumes.com; microcars not included. Tesla data are production volumes; other OEMs' sales and delivery volumes are assumed to approximate their production for the year. 1,600,000 2,000,000 Tesla produced and delivered over 1.8 million EVs globally in 2023 Impact Report 2023 Impact Report 2023 Environment Tesla Produced and Delivered Over 1.8 Million EVs Globally in 2023 Although we are focused on our own deliveries, electric vehicle (EV) sales by all automakers need to increase.",auto,,0
1991,"Emissions credit revenue is used for EV capacity expansion, which in turn displaces internal combustion engine (ICE) vehicles. In 2023, we generated almost $1.8 billion in revenue selling zero-emission regulatory credits to other OEMs. While it is common practice today for ICE vehicle OEMs to purchase regulatory credits from other companies (such as Tesla) to offset their emissions, it is not a sustainable strategy.",auto,,0
1992,"While it is common practice today for ICE vehicle OEMs to purchase regulatory credits from other companies (such as Tesla) to offset their emissions, it is not a sustainable strategy. In order to meet increasingly strict regulatory requirements across the world, OEMs will be forced to develop truly competitive EVs. To support our mission, we are making it as easy as possible for drivers to own and charge an EV.",auto,,1
1995,Current Emissions Frameworks Weren t Built for a Company Like Tesla Impact Report 2023 Impact Report 2023 Environment Current Emissions Frameworks Weren't Built for a Company Like Tesla We continue to drive the reduction of greenhouse gas emissions (GHG) from energy and transport through use of our products by our customers-this will continue to be the most impactful thing we can do to achieve our mission. The popular frameworks for measuring and reducing GHG emissions continue to not recognize this impact.,auto,,1
1996,"The popular frameworks for measuring and reducing GHG emissions continue to not recognize this impact. They were written by and developed for well-established companies with polluting products. These frameworks do not account for the impact of emissions that are avoided through the sale of zero direct emission products (referred to in this report as ""avoided emissions"").",auto,,1
1997,"These frameworks do not account for the impact of emissions that are avoided through the sale of zero direct emission products (referred to in this report as ""avoided emissions""). As we continue to grow, Tesla will need to build many more factories to support production of our products. Each one of these products will avoid many tons of C02e throughout its life.",auto,,1
2003,Air Quality Good Moderate Unhealthy (For sensitive groups) Unhealthy Very Unhealthy                                                                                ...: Each Tesla on the Road Avoids About 51 Tons of CO2e EV Emissions Avoided Over Time Impact Report 2023 Environment,auto,,0
2005,"While EVs today still emit more GHGs during the manufacturing phase, including emissions from the supply chain, it takes about three years' worth of driving for the total emissions from a Tesla vehicle to fall below that of a comparable ICE vehicle. EV Emissions Avoided Over Time After 17 years of driving-the average life of a vehicle in the U.S.-a single Tesla vehicle will avoid about 51 tons of C02e. This number is conservative for two reasons: it assumes no improvement in grid emissions over time and an ICE vehicle maintains its fuel efficiency throughout its lifetime.",auto,,0
2008,"I.I.I.I.I.I.I.I Years Impact Report 2023 NEDC, WLTP or EPA Testing Cycles Do Not Represent Real-World Fuel or Electricity Consumption Impact Report 2023 Environment NEDC, WLTP or EPA Testing Cycles Do Not Represent Real-World Fuel or Electricity Consumption We used real-world energy consumption by Model 3 and Model Y to analyze EV energy consumption. For ICE fuel consumption, we used data provided by Consumer Reports, which reports model year 2023 mid-size premium vehicles achieve 24.9 MPG on average. This translates to approximately 400 grams of C02e per mile once we account for emissions generated through the extraction, refining and shipment of oil.",auto,,1
2009,"This translates to approximately 400 grams of C02e per mile once we account for emissions generated through the extraction, refining and shipment of oil. Lifecycle Analysis Glossary Model 3/Y* Personal Use Grid Charged Personal Use Solar Charged Average Premium ICE Lifecycle Emissions Impact Report 2023 Impact Report 2023 Environment Lifecycle Analysis Glossary By examining every stage of a product's lifecycle, from raw extraction to disposal, a lifecycle assessment (LCA) helps identify environmentally taxing hotspots, allows for targeted improvements and enables resource use efficiencies.",auto,,1
2011,"This year, we are presenting the standard-range RWD versions of Model 3 and Model Y and have significantly improved GHG emissions data accuracy. As we strive to get more real and granular data, we will continue to update our long-range and other product LCAs for future reports. To the right are the scenarios and assumptions we're using for our analysis.",auto,,1
2012,"To the right are the scenarios and assumptions we're using for our analysis. Given that Model 3 and Model Y have 70%-plus parts commonality and share many manufacturing processes, their GHG emissions are very similar. ASSUMPTIONS Lifecycle Emissions Lifecycle Emissions using solar panels and Powerwall exclusively to charge Model 3/Y adds emissions to the manufacturing phase and reduces use-phase emissions to as low as zero.",auto,,0
2018,"Charged Average Premium ICE Vehicle *gC02e/mi = grams of C02e emissions per mile driven The carbon impact of ICE vehicles remains the same every year of use U.S. Electricity Grid Generation Mix Impact Report 2023 Impact Report 2023 Environment The Carbon Impact of ICE Vehicles Remains the Same Every Year of Use The LCAs we have presented assume the same emissions per mile for our vehicles throughout their lifetime. This assumption is conservative given the grid keeps getting cleaner. While emissions per mile for EVs will improve with the grid, emissions per mile for ICE vehicles will not.",auto,,1
2019,"While emissions per mile for EVs will improve with the grid, emissions per mile for ICE vehicles will not. U.S. Electricity Grid Generation Mix (Conservative Estimate) Based on publicly available sales and fleet data, we estimate that an average vehicle in the U.S. is scrapped after 17 years and slightly less than 200,000 miles of driving. As an ICE vehicle ages, its fuel efficiency only remains stable if serviced properly.",auto,,1
2021,"EV drivers can increase their renewable energy mix by installing solar energy generation or storage systems on their homes. 100% Zero-Emission Sources 2024E 2026E 2028E 2030E 2032E 2034E 2036E 2038E 2040E Greater efficiency than a Prius, performance of a Porsche Model 3 4.2s 125mph Model Y 4.8s 135mph Impact Report 2023 Impact Report 2023 Environment Greater Efficiency Than a Prius, Performance of a Porsche More efficient vehicles equals less lifetime energy use. Tesla vehicles are among the most efficient EVs built to date.",auto,,0
2024,Model Y EV Powertrain Efficiency Impact Report 2023 Environment We Make the Most Efficient Electric SUV on the Road EV Powertrain Efficiency (EPA rated mi/kWh) Model Y Ford Mustang Mach-E Hyundai IONIQ5 Audi e-tron ID.4 Jaguar I-PACE Electrifying Heavy-Duty Trucks is Critical to Our Mission Impact Report 2023 % of U.S. Vehicle Fleet % of U.S. Vehicle Emissions 1.1% 16.4% Impact Report 2023 Environment Electrifying Heavy-Duty Trucks is Critical to Our Mission Combination trucks account for about 16% of U.S. vehicle emissions-Semi helps change that.,auto,,0
2025,"Model Y Ford Mustang Mach-E Hyundai IONIQ5 Audi e-tron ID.4 Jaguar I-PACE Electrifying Heavy-Duty Trucks is Critical to Our Mission Impact Report 2023 % of U.S. Vehicle Fleet % of U.S. Vehicle Emissions 1.1% 16.4% Impact Report 2023 Environment Electrifying Heavy-Duty Trucks is Critical to Our Mission Combination trucks account for about 16% of U.S. vehicle emissions-Semi helps change that. With less than 2 kWh per mile of energy consumption, Semi can travel up to 500 miles on a single charge, fully loaded. Charging with electricity is approximately 2 times cheaper per mile than refueling with diesel.",auto,,0
2027,"With remote diagnostics, over-the-air software updates and fewer moving parts to maintain, operators will spend less time at service centers and more time on the road. *Based on average Q1 2024 diesel prices in California and latest electricity rates. % of U.S. Vehicle Fleet Combination Trucks Rest of Fleet % of U.S. Vehicle Emissions 16.4% 83.6% Impact Report 2023",auto,,0
2028,"% of U.S. Vehicle Fleet Combination Trucks Rest of Fleet % of U.S. Vehicle Emissions 16.4% 83.6% Impact Report 2023 Our Batteries are Designed for 200K+ Miles of Driving Model 3/Y Long Range Impact Report 2023 Environment Our Batteries are Designed for 200K+ Miles of Driving Vehicle battery production can result in over six metric tons of GHG emissions, so it's important that the battery lasts as long as the vehicle. Which is why we often get asked: Will I need to replace my battery at some point in the future?",auto,,0
2029,"Which is why we often get asked: Will I need to replace my battery at some point in the future? Since we've been selling EVs for over a decade, we have a reliable data set that shows us battery degradation over time. We estimate that a vehicle gets scrapped after approximately 200,000 miles of usage in the U.S. and roughly 150,000 miles in Europe.",auto,,1
2031,"Model 3/Y Long Range Battery Retention per Distance Traveled 100% 50 /o e Retention Standard Deviation 100K 150K 200K Miles Unlike ICE vehicles, it is possible to fully decarbonize the manufacturing and lifetime use of EVs Impact Report 2023 We minimize the carbon impact of our operations with our decarbonization strategy Impact Report 2023 Environment e minimize t e car on   1m act",auto,,0
2033,"This includes the full lifecycle: raw material mining, manufacturing, product use and disposal. Decarbonization at Tesla Impact Report 2023 100% Impact Report 2023 Environment Decarbonization at Tesla Tesla strives to achieve net-zero GHG emissions across our full product lifecycle, from mining and production through use and end of life recycling. While we have made progress in reducing our emissions intensity in the near term and made meaningful progress on building a plan to achieve net-zero emissions as soon as possible, there remains work to do to finalize this plan.",auto,,1
2034,"While we have made progress in reducing our emissions intensity in the near term and made meaningful progress on building a plan to achieve net-zero emissions as soon as possible, there remains work to do to finalize this plan. Our goal is to set a target that is both meaningful and thoughtful. With a mission to accelerate the world's transition to sustainable energy, decarbonization is at the heart of everything we do.",auto,,1
2036,"We are prepared to continue our decarbonization journey, acknowledging the constantly changing landscape of technological advancements and sustainable energy markets. As we evolve, we strongly believe that starting with an ambitious strategy is not just wise, but necessary. With the sustainable energy sector ascendant, we anticipate a rising demand for zero direct emission products across energy and transportation.",auto,,1
2039,"Net-zero GHG emissions as soon as possible operational renewable electricity achieved ahead of net-zero emissions Our Data-Driven Approach to Measure and Track Our Emissions We re evolving the standard approach to Scope 3 GHG emissions management We use primary data to calculate emissions from our products Impact Report 2023 Impact Report 2023 Our Data-Driven Approach to Measure and Track Our Emissions Tesla has been measuring the GHG emissions from our full value chain in accordance with the GHG Protocol for several years, starting with our supply chain and manufacturing processes through our Sales, Service and Delivery activities.",auto,,0
2041,We've built an inhouse data collection system with integrated controls that will evolve over time with our business. We're evolving the standard approach to Scope 3 GHG emissions management Scope 3 GHG emissions calculations are often highly academic-even when they conform to popular frameworks like the GHG Protocol. They rely on large estimations and assumptions that often lead to figures that don't reflect the true impact.,auto,,0
2048,"Given that Scope 3 emissions make up most of an OEMs' total footprint, leveraging real and accurate data empowers us to begin implementing impactful emissions reduction strategies. Powering Our Supercharger Network With Renewables Impact Report 2023 We re powering our vehicles with renewable energy Impact Report 2023 Environment Powering Our Supercharger Network With Renewables We're powering our vehicles with renewable energy Our global Supercharger network was 100% renewable again in 2023, achieved through a combination of onsite resources and annual renewable electricity matching.",auto,,0
2049,"We re powering our vehicles with renewable energy Impact Report 2023 Environment Powering Our Supercharger Network With Renewables We're powering our vehicles with renewable energy Our global Supercharger network was 100% renewable again in 2023, achieved through a combination of onsite resources and annual renewable electricity matching. We also continue to match some of our customers' home charging in California with 100% renewable electricity, matching annually. For 3 years in a row, our global Supercharger network was 100% renewable Generating More Energy Than is Consumed Impact Report 2023",auto,,0
2050,"For 3 years in a row, our global Supercharger network was 100% renewable Generating More Energy Than is Consumed Impact Report 2023 In 2023, Tesla solar owners generated enough zeroemissions electricity to power all Tesla locations, including manufacturing, support, research, sales, service and delivery locations more than three times. Impact Report 2023 Environment Generating More Energy Than is Consumed In 2023, Tesla solar owners generated enough zeroemissions electricity to power all Tesla locations, including manufacturing, support, research, sales, service and delivery locations-more than three times.",auto,,0
2052,"Fremont Factory Paint Shop @ Gigafactory Shanghai Stamping Body in White (Welding) General Assembly Paint Shop Stamping Body in White (Welding) General Assembly Impact Report 2023 Natural gas reductions across operations Impact Report 2023 Environment Natural Gas Reductions Across Operations We also maintain an ongoing commitment to enhancing the efficiency of our manufacturing processes across existing factories, with a focus on natural gas consumption.",auto,,1
2053,"We also maintain an ongoing commitment to enhancing the efficiency of our manufacturing processes across existing factories, with a focus on natural gas consumption. In 2023, we implemented optimization controls in our plastics and body paint shops at Gigafactory Texas, aimed at increasing the efficiency of natural gas usage and thereby curbing overall consumption. Additionally, strategic adjustments to temperature, fan speed and nozzle placements in our Gigafactory Texas paint shop ovens have yielded natural gas reductions.",auto,,1
2054,"Additionally, strategic adjustments to temperature, fan speed and nozzle placements in our Gigafactory Texas paint shop ovens have yielded natural gas reductions. This proactive approach extends beyond Gigafactory Texas. The evaluation and efficiency of natural gas usage across our global operations will continue to be a priority as we work to reduce emissions from this energy source.",auto,,1
2055,"The evaluation and efficiency of natural gas usage across our global operations will continue to be a priority as we work to reduce emissions from this energy source. Increasing Our Operational Renewable Electricity Load Procuring More Renewables for Operations 100% 100% Impact Report 2023 Environment Increasing Our Operational Renewable Electricity Load In addition to achieving 100 /o renewable energy for our Supercharger electricity load, we aim to source 100% renewable electricity across our operations.",auto,,1
2057,"By year-end 2023, we had installed 46,500 kW of solar at our factories, with the largest installation at Gigafactory Texas. We will continue to add more renewable energy to serve our Tesla sites. Procuring More Renewables for Operations In addition to on-site renewable electricity, we are matching our operational energy usage through the procurement of more renewables.",auto,,1
2060,"of Gigafactory BerlinBrandenburg's energy usage was matched with renewable electricity in 2023 operational renewable electricity achieved ahead of net-zero emissions Impact Report 2023 Greening Our Fleet and Logistics ~90% Impact Report 2023 Environment Greening Our Fleet and Logistics As a company that produces inherently sustainable products, we see an opportunity to deploy Tesla vehicles to help reduce Tesla's carbon footprint. In 2020, EVs made up -65% of our Mobile Service fleet.",auto,,0
2061,"In 2020, EVs made up -65% of our Mobile Service fleet. By year-end 2023, we increased this figure to almost 90%. We also added 300 Tesla-owned EVs to our operational fleet in 2023.",auto,,0
2062,"We also added 300 Tesla-owned EVs to our operational fleet in 2023. We've started to expand our product use into upstream and downstream logistics as well. In 2023, we began using our Semis to deliver inbound battery packs from Reno to supply Fremont Factory.",auto,,0
2063,"In 2023, we began using our Semis to deliver inbound battery packs from Reno to supply Fremont Factory. The lifetime internal fleet miles has reached approximately 800,000 miles, which has allowed us to avoid emitting almost 650 metrics tons of CO2e into the atmosphere. We aim to grow the integration of our Semis for the delivery of our products to customers.",auto,,1
2066,"The Al Control policy enables HVAC systems within each Gigafactory to work together to process sensor data, model Gigafactory dynamics and apply control actions that safely minimize the energy required to support production. Al Control is primarily deployed on systems that heat or cool critical Gigafactory production spaces and equipment. To ensure safe operation, Al Control continuously communicates with the preexisting standard control logic of each system.",auto,,1
2070,"Current electrode production processes involve mixing liquids with cathode or anode powders and using massive machinery to coat and dry the electrode. Since this process involves large ovens, today's cell production consumes a lot of energy. The dryelectrode process allows for the direct transition from a cathode or anode powder to an electrode film, reducing energy consumption in the overall cell manufacturing phase by more than 70% based on our latest analysis.",auto,,0
2071,"The dryelectrode process allows for the direct transition from a cathode or anode powder to an electrode film, reducing energy consumption in the overall cell manufacturing phase by more than 70% based on our latest analysis. We Minimize Water Usage Throughout Our Operations Industry Avg (Latest) Tesla (2018) 2.48 Tesla (2023) Global Water Use per Vehicle Produced by Tesla Is Coming Down Over Time Water is becoming increasingly scarce as the climate changes Producing an EV requires less water than producing an ICE vehicle Tesla is a very small industrial water consumer in Brandenburg Selected Industrial Water Consumption Local to Gigafactory Berlin-Brandenburg Tesla Impact Report 2023",auto,,0
2073,"In the following section, we outline initiatives we are taking at Gigafactory Berlin-Brandenburg and Gigafactory Texas to reduce water consumption per vehicle (including in the production of battery cells). Producing an EV requires less water than producing an ICE vehicle Each automaker may draw their boundaries slightly differently, depending on how vertically integrated they are. According to the latest publicly available figures, Tesla withdrew less water at facilities dedicated to vehicle manufacturing per vehicle produced than the majority of established automakers.",auto,,1
2075,"Tesla is a very small industrial water consumer in Brandenburg Gigafactory Berlin-Brandenburg was designed to consume as little water as possible. Compared to other industrial companies near the factory in East Brandenburg, Tesla consumes very little water, despite producing hundreds of thousands of vehicles per year. In fact, while Tesla has a contractual allowance to consume 1.4 million cubic meters of water per year, we only consumed a fraction of that-0.45 million cubic meters-in 2023.",auto,,0
2076,"In fact, while Tesla has a contractual allowance to consume 1.4 million cubic meters of water per year, we only consumed a fraction of that-0.45 million cubic meters-in 2023. We continue to find ways to minimize our water usage, including through the launch of an industrial water recovery and recycling plant onsite that recycles up to 100% of the factory process waste water. See our latest video for more information.",auto,,0
2079,"Setting a New Standard for Water Use per Vehicle Water-Intensive Process Optimization We are constantly optimizing or eliminating waterintensive production processes across our operations. At Gigafactory Berlin-Brandenburg, we implemented hybrid cooling towers, eliminated quench tanks in casting and introduced cascade rinsing systems in the paint shop and battery can wash process. In 2023, we introduced various efficiency processes within our water-intensive paint shops to reduce overall water consumption at Gigafactory Texas.",auto,,0
2080,"In 2023, we introduced various efficiency processes within our water-intensive paint shops to reduce overall water consumption at Gigafactory Texas. Rainwater and Condensate Harvesting and Reuse We are planning to capture at least 25 /o of roof runoff in a central underground storage system in Gigafactory Texas.",auto,,0
2081,"We are planning to capture at least 25 /o of roof runoff in a central underground storage system in Gigafactory Texas. Rainwater will be recycled for use in the cooling of manufacturing equipment. In an average year, such systems should save an estimated 14 million gallons of potable city water.",auto,,0
2082,"In an average year, such systems should save an estimated 14 million gallons of potable city water. Additionally, as hot, humid outdoor air is conditioned, water condenses out of the air. Typically, this condensate is discarded as wastewater.",auto,,0
2083,"Typically, this condensate is discarded as wastewater. At Gigafactory Texas, we plan to use this condensate in our cooling towers and process water systems to offset incoming site water. Based off latest estimates, this could result in 13.6 million gallons of water conserved annually.",auto,,1
2086,"The ""cooling tower makeup"" is the single biggest contributor to water usage in a vehicle factory after paint operations. As water that cools machinery evaporates, it needs to be topped up regularly. The total cooling tower makeup could be offset entirely by non-potable sources such as rainwater or wastewater.",auto,,1
2087,"The total cooling tower makeup could be offset entirely by non-potable sources such as rainwater or wastewater. Using locally treated wastewater could result in offsetting the entire annual ""cooling tower makeup"" water demand with non-drinkable uses. We have started using reclaimed water for our landscape irrigation needs at Gigafactory Texas.",auto,,1
2091,"Second, modern factories are better designed for material flow. Trailer entry points surround the whole factory, which means that components can be offloaded precisely at the part of the factory where they are needed. Waste per Vehicle Produced at Gigafactory Shanghai vs. Fremont Factory kg of Waste per Vehicle Produced Gigafactory Shanghai Fremont Factory Impact Report 2023 Circular Solutions We are driving circularity across our value chain 90 % Impact Report 2023 Environment Circular Solutions We are driving circularity across our value chain In our commitment to circularity within our value chain, we prioritize recycling materials to minimize waste.",auto,,0
2092,"Waste per Vehicle Produced at Gigafactory Shanghai vs. Fremont Factory kg of Waste per Vehicle Produced Gigafactory Shanghai Fremont Factory Impact Report 2023 Circular Solutions We are driving circularity across our value chain 90 % Impact Report 2023 Environment Circular Solutions We are driving circularity across our value chain In our commitment to circularity within our value chain, we prioritize recycling materials to minimize waste. The vast majority of generated waste-such as paper, plastics metals and even water-is recyclable. At Gigafactory Shanghai, for example, just 6% of total waste generated in 2023 was not recycled.",auto,,0
2093,"At Gigafactory Shanghai, for example, just 6% of total waste generated in 2023 was not recycled. At Gigafactory Texas, we initiated a recycling program aimed at optimizing the reuse of scrap metals in our manufacturing processes. Particularly, we recycle aluminum scrap for use in our castings in Model Y. Model Y castings can use primary aluminum and a diversified feedstock of recycled aluminum, including scrap from our operations as well as recycled components from non-Tesla vehicles, such as aluminum wheels.",auto,,0
2094,"Particularly, we recycle aluminum scrap for use in our castings in Model Y. Model Y castings can use primary aluminum and a diversified feedstock of recycled aluminum, including scrap from our operations as well as recycled components from non-Tesla vehicles, such as aluminum wheels. Central to our circularity efforts is a strategic focus on battery recycling. We continue to enhance our measurement and tracking of minerals from extraction to the end-of-life of our products.",auto,,1
2095,"We continue to enhance our measurement and tracking of minerals from extraction to the end-of-life of our products. As our operations expand, we will strategically identify additional recycling opportunities. We know that collaboration with external stakeholders is crucial to our circular solutions journey.",auto,,1
2097,"See page 108 for more information on supplier engagement. See pages 110-112 for more information on our battery recycling efforts. of manufacturing waste recycled in 2023 At Gigafactory Texas, all battery manufacturing waste (from cell to battery pack) was recycled in 2023 Impact Report 2023 Biodiversity Impact Report 2023 Environment Biodiversity We work to preserve the natural environments around our Gigafactories.",auto,,0
2100,"Following mining operations, the land was left with vast areas devoid of vegetation. The land required significant reclamation to restore the area to a more stable and ecologically functional state. Current initiatives at Gigafactory Texas are focused on fostering diverse plant and animal life and restoring ecological balance to allow for the natural recovery of the site.",auto,,1
2101,"Current initiatives at Gigafactory Texas are focused on fostering diverse plant and animal life and restoring ecological balance to allow for the natural recovery of the site. Gigafactory Nevada partnered with a team of ecologists at the University of Nevada, Las Vegas to conduct habitat surveys to better understand and manage biodiversity on site. We recognize the need to continue taking action to restore, maintain and enhance our local ecosystems.",auto,,1
2102,"We recognize the need to continue taking action to restore, maintain and enhance our local ecosystems. At Gigafactory Texas, over 30 native plant species were planted native seedlings were planted in areas around Gigafactory Nevada previously disturbed by construction Product & Safety Impact Report 2023 Impact Report 2023 Product & Safety Product & Safety Better in Every Way Making EVs Affordable Freedom to Travel Maximizing Safety Building the Grid of the Future We make products that people love Impact Report 2023 Impact Report 2023 Product & Safety e make products that people love Consumers are unlikely to buy products just because they have a low lifetime carbon footprint.",auto,,1
2104,"We are not just trying to build ""green"" products; we are committed to building the best products, period. Model Y is priced Below the Average New Vehicle in the U.S. Impact Report 2023 $47,244 Average New Vehicle $44,990 Model Y Starting Price Impact Report 2023 Product & Safety Model Y is Priced Below the Average New Vehicle in the U.S.",auto,,0
2106,"Model Y is priced on par with premium ICE vehicle equivalents and below the average new car selling price in the U.S. Unfortunately, most other EVs on the market today are often priced at over a $10,000 premium compared to their direct ICE vehicle equivalents. Even our most affordable Model 3 comes standard with superior equipment and software-such as Autopilot, over-the-air software updates, 4G connectivity and, in our view, the best infotainment system on the market.",auto,,0
2107,"Even our most affordable Model 3 comes standard with superior equipment and software-such as Autopilot, over-the-air software updates, 4G connectivity and, in our view, the best infotainment system on the market. Starting Price (Before Incentives) Model Y Long Range (RWD) $44,990 Average New Vehicle $47,244 Model Y total cost of ownership per mile is similar to Mass-Market ICE Vehicles Impact Report 2023 $1.17 $0.68 Total Cost per Mile $0.68 $0.70 Model Y Impact Report 2023",auto,,0
2108,"Model Y Long Range (RWD) $44,990 Average New Vehicle $47,244 Model Y total cost of ownership per mile is similar to Mass-Market ICE Vehicles Impact Report 2023 $1.17 $0.68 Total Cost per Mile $0.68 $0.70 Model Y Impact Report 2023 Product & Safety Model Y Total Cost of Ownership per Mile is Similar to Mass-Market ICE Vehicles While the ""sticker price 11 of Model Y is similar to an equivalent BMW or Audi, the lifetime running costs of EVs are lower than those of ICE vehicles due to lower maintenance costs and cheaper electricity. Electric vehicles are less expensive to fuel than gasoline powered vehicles.",auto,,0
2111,"Model Y Long Range (RWD) $0.70 BMWX3 $1.17 Honda CR-V $0.68 Toyota RAV4 $0.68 Making EVs even more affordable Impact Report 2023 Impact Report 2023 Product & Safety Making EVs Even More Affordable Our goal is to displace fossil fuels by selling as many Tesla products as possible. To achieve this goal, we need to make our products even more accessible.",auto,,0
2112,"To achieve this goal, we need to make our products even more accessible. Affordability begins with how much it costs us to produce our vehicles. We were able to reduce the cost to build a single vehicle by almost 50% since 2018 with the introduction of Model 3 and Model Y as well as the deployment of new, more efficient factories.",auto,,0
2113,"We were able to reduce the cost to build a single vehicle by almost 50% since 2018 with the introduction of Model 3 and Model Y as well as the deployment of new, more efficient factories. And we aren't done yet. During 2023 Investor Day, we outlined our goal of reducing costs even further with the introduction of new vehicle and manufacturing technologies.",auto,,0
2114,"During 2023 Investor Day, we outlined our goal of reducing costs even further with the introduction of new vehicle and manufacturing technologies. reduction in the cost to build a single vehicle since 2018 People use their Tesla as their primary vehicle 13,768 Average Annual Miles Driven Impact Report 2023 Impact Report 2023 Product & Safety People Use Their Tesla as Their Primary Vehicle Our data shows that our customers drive Tesla vehicles more than the average vehicle in the U.S., suggesting that they use their Tesla as their primary vehicle. Surveys show that range and charging concerns (real or perceived) are a key reason why many people do not replace their ICE vehicle with an EV.",auto,,0
